host,date_time,time_zone,endpoint,status_code,size_returned
134.165.64.120,03/Aug/1995:16:37:06,400,/elv/bakgro.gif,200,526
199.93.170.211,03/Aug/1995:16:37:11,400,/history/apollo/images/little-joe.gif,200,9799
acc-centris-13.tamu.edu,03/Aug/1995:16:37:11,400,/shuttle/missions/missions.html,200,8677
134.165.64.120,03/Aug/1995:16:37:11,400,/elv/DELTA/del181s.gif,200,3225
faunus.itdc.edu,03/Aug/1995:16:37:12,400,/history/astp/astp-spacecraft.txt,200,440
acc-centris-13.tamu.edu,03/Aug/1995:16:37:14,400,/images/KSC-logosmall.gif,200,1204
164.116.78.86,03/Aug/1995:16:37:16,400,"/cgi-bin/imagemap/countdown69?346,287",302,104
164.116.78.86,03/Aug/1995:16:37:17,400,/shuttle/missions/sts-69/liftoff.html,200,4665
faunus.itdc.edu,03/Aug/1995:16:37:19,400,/history/astp/flight-summary.txt,200,509
cvv-pc.math.tamu.edu,03/Aug/1995:16:37:31,400,/history/apollo/apollo-13/apollo-13-info.html,200,1583
160.205.48.35,03/Aug/1995:16:37:40,400,/shuttle/technology/sts-newsref/sts-mps.html,200,215409
205.232.53.2,03/Aug/1995:16:37:42,400,/images/USA-logosmall.gif,200,234
www-c4.proxy.aol.com,03/Aug/1995:16:37:46,400,/shuttle/missions/missions.html,200,8677
faunus.itdc.edu,03/Aug/1995:16:37:49,400,/history/apollo/apollo.html,200,3260
faunus.itdc.edu,03/Aug/1995:16:37:51,400,/history/apollo/images/footprint-small.gif,200,18149
faunus.itdc.edu,03/Aug/1995:16:37:56,400,/history/apollo/images/apollo-logo1.gif,200,1173
ampere.chem.purdue.edu,03/Aug/1995:16:37:57,400,"/cgi-bin/imagemap/countdown69?71,191",302,96
134.57.50.202,03/Aug/1995:16:38:05,400,/images/ksclogosmall.gif,200,3635
134.57.50.202,03/Aug/1995:16:38:07,400,/images/faq.gif,200,263
east.ge.com,03/Aug/1995:16:38:08,400,/shuttle/missions/sts-70/images/DSC-95EC-0001.gif,200,107133
u139.n72.queensu.ca,03/Aug/1995:16:38:10,400,/elv/UELV/ultralit.htm,200,4843
faunus.itdc.edu,03/Aug/1995:16:38:11,400,/history/apollo/apollo-1/apollo-1.html,200,3841
141.102.80.145,03/Aug/1995:16:38:19,400,/,200,7034
192.106.166.226,03/Aug/1995:16:38:20,400,/images/ksclogo-medium.gif,200,5866
zang.slip.lm.com,03/Aug/1995:16:38:20,400,/shuttle/technology/sts-newsref/stsref-toc.html,200,84905
205.232.53.2,03/Aug/1995:16:38:21,400,/shuttle/technology/sts-newsref/mission_profile.html,200,58688
141.102.80.145,03/Aug/1995:16:38:21,400,/images/USA-logosmall.gif,304,0
pfizergate.pfizer.com,03/Aug/1995:16:38:21,400,/shuttle/missions/sts-69/sts-69-patch-small.gif,200,8083
192.106.166.226,03/Aug/1995:16:38:23,400,/images/MOSAIC-logosmall.gif,200,363
faunus.itdc.edu,03/Aug/1995:16:38:26,400,/history/apollo/apollo-5/apollo-5-patch-small.gif,200,14120
134.57.50.202,03/Aug/1995:16:38:27,400,/shuttle/missions/sts-70/news/,200,3306
204.145.202.35,03/Aug/1995:16:38:33,400,/images/gemini-logo.gif,200,4452
163.205.12.40,03/Aug/1995:16:38:39,400,/images/NASA-logosmall.gif,200,786
pcl-a76.lib.utexas.edu,03/Aug/1995:16:38:49,400,/images/NASA-logosmall.gif,200,786
164.116.78.86,03/Aug/1995:16:38:49,400,/shuttle/missions/sts-69/images/images.html,200,2443
204.145.202.35,03/Aug/1995:16:38:50,400,/images/KSC-logosmall.gif,200,1204
pcl-a76.lib.utexas.edu,03/Aug/1995:16:38:57,400,/history/apollo/images/footprint-small.gif,200,18149
199.93.170.211,03/Aug/1995:16:39:04,400,/history/apollo/images/apollo-insignia.gif,304,0
dg12.molyvos.net,03/Aug/1995:16:39:10,400,/images/USA-logosmall.gif,200,234
163.205.12.112,03/Aug/1995:16:39:10,400,/images/WORLD-logosmall.gif,200,669
pfizergate.pfizer.com,03/Aug/1995:16:39:15,400,/shuttle/missions/sts-69/movies/ws-animation-onorbit.mpg,200,664733
xetron.com,03/Aug/1995:16:39:17,400,/shuttle/countdown/,200,4673
199.93.170.211,03/Aug/1995:16:39:17,400,/history/apollo/sa-10/sa-10.html,200,819
192.106.166.226,03/Aug/1995:16:39:21,400,/shuttle/missions/51-i/51-i-patch-small.gif,200,11066
grove.ufl.edu,03/Aug/1995:16:39:31,400,/shuttle/countdown/,200,4673
128.159.105.240,03/Aug/1995:16:39:33,400,/images/MOSAIC-logosmall.gif,304,0
128.159.105.240,03/Aug/1995:16:39:33,400,/images/ksclogo-medium.gif,304,0
n1144801.ksc.nasa.gov,03/Aug/1995:16:39:38,400,/ksc.html,200,7034
pfizergate.pfizer.com,03/Aug/1995:16:39:47,400,/shuttle/missions/sts-69/movies/ws-animation-retrieval.mpg,200,152679
zang.slip.lm.com,03/Aug/1995:16:39:48,400,/images/shuttle-patch-logo.gif,200,891
134.165.64.120,03/Aug/1995:16:39:59,400,/images/construct.gif,200,1414
130.45.23.131,03/Aug/1995:16:40:00,400,/shuttle/missions/missions.html,200,8677
204.145.202.35,03/Aug/1995:16:40:11,400,/images/mercury-logo.gif,200,6588
xetron.com,03/Aug/1995:16:40:12,400,/shuttle/countdown/images/countclock.gif,200,13994
dg12.molyvos.net,03/Aug/1995:16:40:17,400,"/cgi-bin/imagemap/countdown69?315,148",302,97
dg12.molyvos.net,03/Aug/1995:16:40:21,400,/shuttle/countdown/lps/back.gif,200,1289
128.159.105.240,03/Aug/1995:16:40:25,400,/shuttle/missions/sts-70/o-ring-problem.gif,200,16197
faunus.itdc.edu,03/Aug/1995:16:40:26,400,/history/apollo/apollo-1/movies/,200,378
www-b5.proxy.aol.com,03/Aug/1995:16:40:31,400,/facilities/lc39a.html,200,7008
www-b5.proxy.aol.com,03/Aug/1995:16:40:39,400,/images/lc39a-logo.gif,200,13116
faunus.itdc.edu,03/Aug/1995:16:40:41,400,/history/apollo/apollo-1/,200,1731
199.93.170.211,03/Aug/1995:16:40:55,400,/history/apollo/as-201/as-201-patch-small.gif,200,0
199.93.170.235,03/Aug/1995:16:41:23,400,/images/dual-pad.gif,200,141308
katnip.dny.rockwell.com,03/Aug/1995:16:41:31,400,/shuttle/technology/images/srb_mod_compare_6-small.gif,200,28219
199.93.170.211,03/Aug/1995:16:41:32,400,/history/apollo/images/apollo-insignia.jpg,200,57344
gate3.carle.uiuc.edu,03/Aug/1995:16:41:34,400,/history/apollo/apollo-13/apollo-13.html,200,18556
gate3.carle.uiuc.edu,03/Aug/1995:16:41:35,400,/history/apollo/apollo-13/apollo-13-patch-small.gif,200,12859
gate3.carle.uiuc.edu,03/Aug/1995:16:41:47,400,/images/ksclogosmall.gif,200,3635
derec,03/Aug/1995:16:41:48,400,/images/WORLD-logosmall.gif,200,669
aristotle.algonet.se,03/Aug/1995:16:42:08,400,/,200,7034
n1031512.ksc.nasa.gov,03/Aug/1995:16:42:12,400,/ksc.html,200,7034
n1031512.ksc.nasa.gov,03/Aug/1995:16:42:13,400,/images/ksclogo-medium.gif,200,5866
ampere.chem.purdue.edu,03/Aug/1995:16:42:14,400,/shuttle/technology/sts-newsref/sts_asm.html,200,71654
modem03.homeshopping.com.br,03/Aug/1995:16:42:15,400,/ksc.html,200,7034
aristotle.algonet.se,03/Aug/1995:16:42:16,400,/images/USA-logosmall.gif,200,234
199.93.170.235,03/Aug/1995:16:42:21,400,/history/apollo/apollo-1/apollo-1-patch-small.gif,200,16979
c00966-100lez.eos.ncsu.edu,03/Aug/1995:16:42:30,400,/facilities/tour.html,200,3723
modem03.homeshopping.com.br,03/Aug/1995:16:42:44,400,/images/USA-logosmall.gif,200,234
204.145.202.35,03/Aug/1995:16:42:50,400,/images/MOSAIC-logosmall.gif,200,363
204.145.202.35,03/Aug/1995:16:42:50,400,/images/USA-logosmall.gif,200,234
bos1b.delphi.com,03/Aug/1995:16:43:03,400,/shuttle/missions/missions.html,200,8677
aristotle.algonet.se,03/Aug/1995:16:43:18,400,/images/WORLD-logosmall.gif,304,0
wayne-c.gsfc.nasa.gov,03/Aug/1995:16:43:22,400,/history/mercury/mr-3/mr-3-patch.gif,200,163786
200.246.231.131,03/Aug/1995:16:43:22,400,/images/NASA-logosmall.gif,200,786
pcl-a76.lib.utexas.edu,03/Aug/1995:16:43:49,400,/history/apollo/apollo-11/apollo-11.html,200,44877
pcl-a76.lib.utexas.edu,03/Aug/1995:16:43:49,400,/history/apollo/apollo-11/apollo-11-patch-small.gif,200,11175
204.145.202.35,03/Aug/1995:16:43:56,400,/shuttle/missions/sts-70/images/KSC-95EC-1014.jpg,200,46003
139.169.135.222,03/Aug/1995:16:43:58,400,/shuttle/missions/sts-69/count69.gif,200,46053
modem03.homeshopping.com.br,03/Aug/1995:16:44:09,400,/facilities/lcc.html,200,2489
131.199.94.68,03/Aug/1995:16:44:27,400,/icons/unknown.xbm,200,515
151.110.171.3,03/Aug/1995:16:44:31,400,/,200,7034
gate3.carle.uiuc.edu,03/Aug/1995:16:44:36,400,/images/kscmap-tiny.gif,200,2537
131.199.94.68,03/Aug/1995:16:44:52,400,/images/NASAseal-small.gif,200,2027
gate3.carle.uiuc.edu,03/Aug/1995:16:44:53,400,/ksc.html,200,7034
gate3.carle.uiuc.edu,03/Aug/1995:16:44:53,400,/images/ksclogo-medium.gif,200,5866
dd21-027.compuserve.com,03/Aug/1995:16:45:08,400,/shuttle/countdown/liftoff.html,200,4665
130.135.45.147,03/Aug/1995:16:45:16,400,/images/ksclogo-medium.gif,200,5866
130.135.45.147,03/Aug/1995:16:45:19,400,/images/NASA-logosmall.gif,304,0
igate.uswest.com,03/Aug/1995:16:45:22,400,/images/launch.gif,200,240458
bambam.roses.rockwell.com,03/Aug/1995:16:45:54,400,/images/NASA-logosmall.gif,200,786
asd04-06.dial.xs4all.nl,03/Aug/1995:16:45:59,400,/shuttle/missions/sts-69/sts-69-patch-small.gif,200,8083
131.156.28.48,03/Aug/1995:16:46:28,400,/images/ksclogosmall.gif,200,3635
164.116.78.91,03/Aug/1995:16:46:30,400,/images/KSC-logosmall.gif,200,1204
igate.uswest.com,03/Aug/1995:16:46:30,400,/history/history.html,200,1602
asd04-06.dial.xs4all.nl,03/Aug/1995:16:46:52,400,/images/rollback.gif,200,52516
hokie.ksc.nasa.gov,03/Aug/1995:16:46:59,400,/images/ksclogo-medium.gif,200,5866
160.205.48.35,03/Aug/1995:16:46:59,400,/shuttle/technology/sts-newsref/sts-caws.html,200,97747
igate.uswest.com,03/Aug/1995:16:47:06,400,/history/skylab/skylab.html,200,1687
164.116.78.88,03/Aug/1995:16:47:16,400,/shuttle/countdown/liftoff.html,304,0
katnip.dny.rockwell.com,03/Aug/1995:16:47:16,400,/shuttle/technology/sts-newsref/sts-eps.html,304,0
katnip.dny.rockwell.com,03/Aug/1995:16:47:26,400,/images/shuttle-patch-logo.gif,304,0
ns.itd.sterling.com,03/Aug/1995:16:47:30,400,/software/winvn/winvn.html,200,9866
ns.itd.sterling.com,03/Aug/1995:16:47:33,400,/software/winvn/wvsmall.gif,200,13372
ns.itd.sterling.com,03/Aug/1995:16:47:34,400,/images/KSC-logosmall.gif,200,1204
gray.maine.com,03/Aug/1995:16:47:39,400,/shuttle/technology/images/srb_mod_compare_1-small.gif,200,36902
ns.itd.sterling.com,03/Aug/1995:16:47:39,400,/images/WORLD-logosmall.gif,200,669
bos1b.delphi.com,03/Aug/1995:16:47:46,400,/shuttle/missions/sts-70/images/images.html,200,8657
acc-centris-13.tamu.edu,03/Aug/1995:16:47:47,400,/shuttle/missions/sts-5/images/,200,777
gw1.cat.com,03/Aug/1995:16:47:49,400,/shuttle/countdown/,200,4673
www-b5.proxy.aol.com,03/Aug/1995:16:47:53,400,/shuttle/missions/sts-69/count69.gif,200,46053
aero.zynet.co.uk,03/Aug/1995:16:48:03,400,/images/kscmap-small.gif,200,39017
lei88.pi.net,03/Aug/1995:16:48:07,400,/shuttle/missions/sts-69/mission-sts-69.html,200,11264
acc-centris-13.tamu.edu,03/Aug/1995:16:48:09,400,/shuttle/missions/sts-5/news/,200,371
gray.maine.com,03/Aug/1995:16:48:10,400,/shuttle/technology/images/srb_mod_compare_3-small.gif,200,55666
dd21-027.compuserve.com,03/Aug/1995:16:48:11,400,/shuttle/countdown/video/livevideo.jpeg,200,47989
igate.uswest.com,03/Aug/1995:16:48:16,400,/images/mercury-logo.gif,200,6588
acc-centris-13.tamu.edu,03/Aug/1995:16:48:33,400,/shuttle/missions/sts-5/news/,200,371
acc-centris-13.tamu.edu,03/Aug/1995:16:48:36,400,/shuttle/missions/sts-5/,200,1585
pm004-17.dialip.mich.net,03/Aug/1995:16:48:49,400,/history/apollo/apollo-12/apollo-12-patch-small.gif,200,11644
199.93.170.235,03/Aug/1995:16:48:54,400,/history/apollo/apollo-13/apollo-13-patch-small.gif,200,12859
csa.bu.edu,03/Aug/1995:16:48:54,400,/,200,7034
drjo002a091.embratel.net.br,03/Aug/1995:16:49:03,400,/shuttle/missions/sts-69/mission-sts-69.html,200,11264
pm004-17.dialip.mich.net,03/Aug/1995:16:49:04,400,/history/apollo/apollo-14/apollo-14.html,200,2521
161.160.23.71,03/Aug/1995:16:49:14,400,/shuttle/missions/sts-69/sts-69-patch-small.gif,200,8083
161.160.23.71,03/Aug/1995:16:49:17,400,/history/apollo/images/apollo-logo1.gif,200,1173
139.169.3.128,03/Aug/1995:16:49:18,400,/images/NASA-logosmall.gif,200,786
www-b5.proxy.aol.com,03/Aug/1995:16:49:19,400,/shuttle/missions/sts-69/liftoff.html,200,4665
modem03.homeshopping.com.br,03/Aug/1995:16:49:31,400,/images/slf-logo.gif,200,10966
cdbmac.pgh.wec.com,03/Aug/1995:16:49:33,400,/history/history.html,200,1602
161.160.23.71,03/Aug/1995:16:49:37,400,/images/ksclogosmall.gif,200,3635
164.116.78.91,03/Aug/1995:16:49:47,400,/shuttle/missions/sts-70/images/DSC-95EC-0001.jpg,200,513911
stortek1.stortek.com,03/Aug/1995:16:49:49,400,/images/NASA-logosmall.gif,200,786
cdbmac.pgh.wec.com,03/Aug/1995:16:49:53,400,/history/apollo/apollo.html,200,3260
bos1b.delphi.com,03/Aug/1995:16:49:54,400,/history/history.html,200,1602
163.205.18.228,03/Aug/1995:16:50:13,400,/images/WORLD-logosmall.gif,200,669
161.160.23.71,03/Aug/1995:16:50:13,400,/shuttle/missions/sts-69/mission-sts-69.html,200,11264
cdbmac.pgh.wec.com,03/Aug/1995:16:50:16,400,/history/apollo/apollo-11/apollo-11-patch-small.gif,200,11175
20.11.2.100,03/Aug/1995:16:50:22,400,/images/KSC-logosmall.gif,200,1204
stortek1.stortek.com,03/Aug/1995:16:50:27,400,/shuttle/missions/sts-70/movies/movies.html,200,2979
164.116.78.91,03/Aug/1995:16:50:27,400,/ksc.html,200,7034
www-b5.proxy.aol.com,03/Aug/1995:16:50:28,400,/shuttle/missions/sts-69/movies/movies.html,200,1589
stortek1.stortek.com,03/Aug/1995:16:50:28,400,/shuttle/missions/sts-70/sts-70-patch-small.gif,200,5978
164.116.78.91,03/Aug/1995:16:50:29,400,/images/ksclogo-medium.gif,200,5866
164.116.78.91,03/Aug/1995:16:50:30,400,/images/NASA-logosmall.gif,200,786
164.116.78.91,03/Aug/1995:16:50:37,400,/shuttle/technology/sts-newsref/sts_overview.html,200,65536
hokie.ksc.nasa.gov,03/Aug/1995:16:50:44,400,/ksc.html,200,7034
164.116.78.91,03/Aug/1995:16:50:44,400,/shuttle/technology/sts-newsref/stsref-toc.html,200,65536
hokie.ksc.nasa.gov,03/Aug/1995:16:50:45,400,/images/NASA-logosmall.gif,200,786
csa.bu.edu,03/Aug/1995:16:50:49,400,/history/apollo/apollo-1/,200,1731
city.demon.co.uk,03/Aug/1995:16:50:58,400,/shuttle/missions/sts-70/o-ring-problem.gif,200,16197
faunus.itdc.edu,03/Aug/1995:16:51:00,400,/history/apollo/apollo-13/images/,200,1851
modem03.homeshopping.com.br,03/Aug/1995:16:51:07,400,/facilities/opf.html,200,2355
sl02-019.sunbelt.net,03/Aug/1995:16:51:16,400,/images/launchmedium.gif,200,11853
k9.osi.com,03/Aug/1995:16:51:17,400,/history/apollo/apollo-spacecraft.txt,200,2261
aviator.tessi.com,03/Aug/1995:16:51:19,400,/icons/text.xbm,304,0
aviator.tessi.com,03/Aug/1995:16:51:20,400,/icons/blank.xbm,304,0
20.11.2.100,03/Aug/1995:16:51:28,400,/history/apollo/images/footprint-logo.gif,200,4209
aviator.tessi.com,03/Aug/1995:16:51:36,400,/shuttle/missions/sts-70/countdown.html,200,4247
137.197.40.65,03/Aug/1995:16:51:41,400,/images/KSC-logosmall.gif,200,1204
bos1b.delphi.com,03/Aug/1995:16:51:43,400,/history/skylab/skylab.html,200,1687
137.197.40.65,03/Aug/1995:16:51:43,400,/shuttle/missions/sts-69/count69.gif,200,46053
aseidl.ucol.du.edu,03/Aug/1995:16:51:47,400,/history/apollo/images/apollo-small.gif,200,9630
cn.globalx.net,03/Aug/1995:16:51:51,400,/shuttle/missions/sts-68/mission-sts-68.html,200,49705
n164847.ksc.nasa.gov,03/Aug/1995:16:51:53,400,/ksc.html,200,7034
129.252.188.165,03/Aug/1995:16:51:55,400,/shuttle/missions/sts-68/mission-sts-68.html,200,49705
sl02-019.sunbelt.net,03/Aug/1995:16:51:58,400,/shuttle/missions/sts-73/sts-73-patch-small.gif,200,4179
129.252.188.165,03/Aug/1995:16:52:03,400,/images/KSC-logosmall.gif,200,1204
129.252.188.165,03/Aug/1995:16:52:03,400,/images/launch-logo.gif,200,1713
www-b5.proxy.aol.com,03/Aug/1995:16:52:03,400,/shuttle/missions/sts-69/movies/sts-69-rollback.mpg,200,977801
164.116.78.86,03/Aug/1995:16:52:12,400,/shuttle/countdown/,304,0
cedro.fee.unicamp.br,03/Aug/1995:16:52:13,400,/images/NASA-logosmall.gif,200,786
aseidl.ucol.du.edu,03/Aug/1995:16:52:15,400,/history/rocket-history.txt,200,26990
cn.globalx.net,03/Aug/1995:16:52:21,400,/images/KSC-logosmall.gif,200,1204
160.205.48.35,03/Aug/1995:16:52:24,400,/shuttle/technology/sts-newsref/sts-ovcomm.html,200,98327
164.116.78.86,03/Aug/1995:16:52:28,400,"/cgi-bin/imagemap/countdown69?346,286",302,104
dd09-062.compuserve.com,03/Aug/1995:16:52:30,400,/images/NASA-logosmall.gif,200,786
164.116.78.86,03/Aug/1995:16:52:30,400,/shuttle/missions/sts-69/liftoff.html,304,0
airwave.demon.co.uk,03/Aug/1995:16:52:33,400,/shuttle/countdown/,200,4673
cedro.fee.unicamp.br,03/Aug/1995:16:52:35,400,/images/KSC-logosmall.gif,200,1204
dd09-062.compuserve.com,03/Aug/1995:16:52:36,400,/images/KSC-logosmall.gif,200,1204
sl02-019.sunbelt.net,03/Aug/1995:16:52:38,400,/images/KSC-logosmall.gif,200,1204
sl02-019.sunbelt.net,03/Aug/1995:16:52:38,400,/history/apollo/images/apollo-logo1.gif,200,1173
csa.bu.edu,03/Aug/1995:16:52:39,400,/history/apollo/apollo-4/,200,1721
sl02-019.sunbelt.net,03/Aug/1995:16:52:54,400,/shuttle/missions/sts-74/mission-sts-74.html,200,3791
204.57.67.202,03/Aug/1995:16:53:03,400,/images/,200,17688
159.218.5.18,03/Aug/1995:16:53:04,400,/images/NASA-logosmall.gif,200,786
159.218.5.18,03/Aug/1995:16:53:06,400,/images/KSC-logosmall.gif,200,1204
n1031710.ksc.nasa.gov,03/Aug/1995:16:53:18,400,/ksc.html,200,7034
n1031710.ksc.nasa.gov,03/Aug/1995:16:53:19,400,/images/NASA-logosmall.gif,200,786
204.250.17.26,03/Aug/1995:16:53:30,400,/images/ksclogo-medium.gif,200,5866
128.102.86.216,03/Aug/1995:16:53:32,400,/images/KSC-logosmall.gif,200,1204
159.218.5.18,03/Aug/1995:16:54:05,400,/shuttle/missions/sts-71/sts-71-patch-small.gif,200,12054
140.198.130.54,03/Aug/1995:16:54:30,400,/images/mercury-logo.gif,200,6588
140.198.130.54,03/Aug/1995:16:54:30,400,/images/ksclogosmall.gif,200,3635
159.218.5.18,03/Aug/1995:16:54:30,400,/shuttle/resources/orbiters/atlantis.html,200,7025
163.205.12.102,03/Aug/1995:16:54:31,400,/images/NASA-logosmall.gif,200,786
163.205.12.102,03/Aug/1995:16:54:31,400,/images/MOSAIC-logosmall.gif,200,363
163.205.12.102,03/Aug/1995:16:54:32,400,/images/WORLD-logosmall.gif,200,669
vax1.rain.gen.mo.us,03/Aug/1995:16:54:33,400,/shuttle/countdown/,200,4673
159.218.5.18,03/Aug/1995:16:54:38,400,/images/ksclogosmall.gif,200,3635
mcjlib05.mayo.edu,03/Aug/1995:16:54:44,400,/ksc.html,200,7034
firnvx.firn.edu,03/Aug/1995:16:55:06,400,/,200,7034
163.205.12.102,03/Aug/1995:16:55:19,400,/images/NASA-logosmall.gif,200,786
163.205.12.102,03/Aug/1995:16:55:19,400,/images/USA-logosmall.gif,200,234
163.205.12.102,03/Aug/1995:16:55:20,400,/images/WORLD-logosmall.gif,200,669
aero.zynet.co.uk,03/Aug/1995:16:55:33,400,/facilities/mlp.html,200,2653
128.158.28.33,03/Aug/1995:16:55:34,400,/shuttle/missions/missions.html,200,8677
aero.zynet.co.uk,03/Aug/1995:16:55:35,400,/images/mlp-logo.gif,200,28426
rduram.mindspring.com,03/Aug/1995:16:55:57,400,/history/apollo/apollo-13/apollo-13-patch-small.gif,200,12859
piano.dcc.unicamp.br,03/Aug/1995:16:56:28,400,/images/KSC-logosmall.gif,200,1204
pc-4934.safb.af.mil,03/Aug/1995:16:56:32,400,/images/USA-logosmall.gif,200,234
kallao.iexpress.com,03/Aug/1995:16:56:35,400,/shuttle/missions/sts-68/sts-68-patch.jpg,200,66055
sgigate.sgi.com,03/Aug/1995:16:56:46,400,/images/ksclogosmall.gif,200,3635
u139.n72.queensu.ca,03/Aug/1995:16:56:47,400,/elv/vidpicp.htm,200,4251
u139.n72.queensu.ca,03/Aug/1995:16:56:49,400,/elv/SCOUT/radcals.jpg,200,1809
u139.n72.queensu.ca,03/Aug/1995:16:56:54,400,/elv/SCOUT/sampexs.jpg,200,2322
u139.n72.queensu.ca,03/Aug/1995:16:56:54,400,/elv/DELTA/rosats.jpg,200,1639
159.218.5.18,03/Aug/1995:16:56:58,400,/images/ksclogo-medium.gif,200,5866
sl02-019.sunbelt.net,03/Aug/1995:16:56:59,400,/shuttle/missions/sts-69/sts-69-patch-small.gif,200,8083
pc35.t10-laba.mun.ca,03/Aug/1995:16:57:06,400,/,200,7034
205.160.244.103,03/Aug/1995:16:57:10,400,/images/ksclogo-medium.gif,200,5866
159.218.5.18,03/Aug/1995:16:57:14,400,/images/WORLD-logosmall.gif,200,669
pc35.t10-laba.mun.ca,03/Aug/1995:16:57:19,400,/images/WORLD-logosmall.gif,200,669
vax1.rain.gen.mo.us,03/Aug/1995:16:57:19,400,/shuttle/missions/sts-71/images/KSC-95EC-0423.gif,200,64939
faunus.itdc.edu,03/Aug/1995:16:57:40,400,/history/apollo/apollo-13/images/70HC353.GIF,200,153725
stortek1.stortek.com,03/Aug/1995:16:58:07,400,/shuttle/missions/sts-70/images/KSC-95EC-1014.jpg,200,46003
piano.dcc.unicamp.br,03/Aug/1995:16:58:08,400,/history/apollo/images/footprint-small.gif,200,18149
mcjlib05.mayo.edu,03/Aug/1995:16:58:12,400,/shuttle/missions/sts-69/liftoff.html,200,4665
aero.zynet.co.uk,03/Aug/1995:16:58:22,400,/images/kscmap-tiny.gif,304,0
128.158.34.34,03/Aug/1995:16:58:27,400,/images/ksclogo-medium.gif,200,5866
205.160.244.103,03/Aug/1995:16:58:29,400,/images/KSC-logosmall.gif,200,1204
128.158.34.34,03/Aug/1995:16:58:29,400,/images/WORLD-logosmall.gif,200,669
onet2.cup.hp.com,03/Aug/1995:16:58:33,400,/history/history.html,200,1602
s109n193.csun.edu,03/Aug/1995:16:58:40,400,/images/KSC-logosmall.gif,200,1204
128.158.34.34,03/Aug/1995:16:58:41,400,/shuttle/missions/sts-71/images/images.html,200,8529
cn.globalx.net,03/Aug/1995:16:58:55,400,/shuttle/missions/sts-68/mission-sts-68.html,200,49152
s109n193.csun.edu,03/Aug/1995:16:58:56,400,/shuttle/missions/sts-69/sts-69-patch-small.gif,200,8083
petunia.pha.jhu.edu,03/Aug/1995:16:59:13,400,/history/mercury/mercury-spacecraft.txt,200,761
buslan2.cul.columbia.edu,03/Aug/1995:16:59:15,400,/images/NASA-logosmall.gif,200,786
134.131.47.82,03/Aug/1995:16:59:22,400,/history/gemini/gemini-4/gemini-4.html,200,3239
groax1.gsfc.nasa.gov,03/Aug/1995:16:59:22,400,/shuttle/resources/orbiters/discovery-logo.gif,200,4179
20.11.2.100,03/Aug/1995:16:59:24,400,/history/apollo/apollo-13/images/,200,1851
20.11.2.100,03/Aug/1995:16:59:25,400,/icons/image.xbm,200,509
petunia.pha.jhu.edu,03/Aug/1995:16:59:26,400,/images/KSC-logosmall.gif,200,1204
204.250.17.26,03/Aug/1995:16:59:30,400,/shuttle/resources/orbiters/atlantis.html,200,7025
cn.globalx.net,03/Aug/1995:16:59:36,400,/shuttle/missions/sts-49/mission-sts-49.html,200,9274
205.160.244.103,03/Aug/1995:16:59:41,400,/shuttle/missions/sts-69/sts-69-patch-small.gif,200,8083
20.11.2.100,03/Aug/1995:16:59:45,400,/history/apollo/apollo-13/images/index.gif,200,99942
rduram.mindspring.com,03/Aug/1995:16:59:53,400,/history/apollo/images/APOLLO-logosmall.gif,200,1173
164.116.78.80,03/Aug/1995:16:59:53,400,/shuttle/technology/sts-newsref/sts-mps.html,200,163840
buslan2.cul.columbia.edu,03/Aug/1995:16:59:58,400,/shuttle/missions/sts-70/mission-sts-70.html,200,20304
20.11.2.100,03/Aug/1995:17:00:00,400,/icons/movie.xbm,200,530
drjo012a066.embratel.net.br,03/Aug/1995:17:00:07,400,/,200,7034
mbrown.da.grci.com,03/Aug/1995:17:00:09,400,/images/NASA-logosmall.gif,304,0
205.160.244.103,03/Aug/1995:17:00:16,400,/images/launch-logo.gif,200,1713
mbrown.da.grci.com,03/Aug/1995:17:00:22,400,/shuttle/missions/sts-49/sts-49-patch-small.gif,200,11628
drjo012a066.embratel.net.br,03/Aug/1995:17:00:23,400,/images/ksclogo-medium.gif,200,5866
mbrown.da.grci.com,03/Aug/1995:17:00:24,400,/images/launch-logo.gif,304,0
s109n193.csun.edu,03/Aug/1995:17:00:24,400,/shuttle/countdown/countdown.html,200,4673
orange.ge.com,03/Aug/1995:17:00:25,400,/shuttle/missions/sts-69/sts-69-patch-small.gif,200,8083
160.205.122.116,03/Aug/1995:17:00:29,400,/elv/DELTA/delta.htm,200,809
rduram.mindspring.com,03/Aug/1995:17:00:40,400,/history/mercury/mr-4/mr-4-patch-small.gif,200,20641
160.205.122.116,03/Aug/1995:17:00:45,400,/elv/DELTA/delta.gif,200,2244
128.102.86.216,03/Aug/1995:17:00:50,400,/shuttle/missions/sts-70/images/images.html,200,8657
goldenrule.jcpenney.com,03/Aug/1995:17:00:55,400,/images/launchmedium.gif,200,11853
drjo012a066.embratel.net.br,03/Aug/1995:17:01:06,400,/elv/elvhead3.gif,200,9925
rafiki.spyglass.com,03/Aug/1995:17:01:12,400,/history/skylab/skylab-small.gif,200,9202
rafiki.spyglass.com,03/Aug/1995:17:01:13,400,/history/apollo/images/apollo-logo.gif,200,3047
wwwproxy.sanders.com,03/Aug/1995:17:01:16,400,"/cgi-bin/imagemap/countdown69?73,191",302,96
portal.idacom.hp.com,03/Aug/1995:17:01:18,400,/shuttle/countdown/images/countclock.gif,200,13994
