productID,carat,cut,color,clarity,depth,table,price,x,y,z
2087,0.71,Very Good,G,VVS2,61.2,58,3113,5.68,5.72,3.49
2088,0.78,Very Good,G,VS2,62.6,58,3113,5.81,5.89,3.66
2089,0.82,Ideal,I,VS1,61.3,57,3113,6.02,6.07,3.7
2090,0.9,Good,H,SI2,60.4,61,3114,6.14,6.22,3.73
2091,0.9,Very Good,G,SI2,60.1,60,3114,6.22,6.32,3.77
2092,0.76,Ideal,G,VS2,61.7,55,3114,5.86,5.91,3.63
2093,0.77,Ideal,G,VS2,62.1,56,3114,5.85,5.88,3.64
2094,0.9,Good,H,SI2,64.3,58,3114,5.97,6.03,3.86
2095,0.93,Ideal,G,SI2,61,54,3114,6.35,6.32,3.87
2096,0.86,Very Good,H,SI1,63.8,56,3115,6.02,6.05,3.85
2097,0.7,Good,E,VS2,60.3,60,3115,5.69,5.75,3.45
2098,0.9,Good,H,SI2,64.3,60,3115,6,6.1,3.89
2099,0.84,Premium,F,SI1,59,59,3115,6.18,6.13,3.63
2100,0.8,Good,F,VS1,63.3,55,3116,5.87,5.92,3.73
2101,0.9,Good,F,SI2,63.3,57,3116,6.08,6.14,3.87
2102,0.9,Good,F,SI2,63.2,59,3116,6.06,6.13,3.85
2103,0.71,Ideal,F,VS2,61.2,56,3116,5.77,5.79,3.54
2104,0.92,Fair,F,SI1,64.9,58,3117,6.1,6.04,3.94
2105,1.08,Premium,H,I1,61.7,59,3118,6.54,6.59,4.05
2106,0.85,Ideal,G,SI1,60.4,56,3118,6.26,6.17,3.75
2107,0.83,Very Good,F,SI1,63.1,58,3118,5.98,5.94,3.76
2108,1.16,Fair,H,SI2,68.2,55,3118,6.47,6.37,4.38
2109,0.87,Ideal,H,VS2,61.7,57,3118,6.14,6.09,3.77
2110,0.9,Very Good,J,VS2,61.9,59,3119,6.14,6.2,3.82
2111,0.7,Ideal,F,SI1,61.9,55,3119,5.7,5.74,3.54
2112,0.7,Ideal,F,SI1,61.2,55,3119,5.74,5.76,3.52
2113,1.02,Premium,J,SI2,62.3,58,3119,6.42,6.37,3.98
2114,1.02,Fair,J,SI2,65,59,3119,6.34,6.24,4.08
2115,0.91,Fair,E,SI2,64.5,60,3119,6.04,5.96,3.87
2116,0.75,Ideal,E,VS2,62,56,3120,5.82,5.85,3.62
2117,0.9,Very Good,I,SI1,63.2,56,3120,6.15,6.12,3.88
2118,0.77,Ideal,G,VS1,62.4,54,3121,5.93,5.89,3.69
2119,0.76,Good,G,VS1,60.3,60.7,3121,5.86,5.9,3.55
2120,0.9,Premium,I,SI1,61.8,58,3121,6.26,6.2,3.85
2121,0.9,Very Good,I,SI1,63.5,59,3121,6.1,6.05,3.86
2122,0.9,Premium,I,SI1,62.1,59,3121,6.19,6.15,3.83
2123,0.86,Ideal,I,VS2,62.1,57,3121,6.1,6.07,3.78
2124,0.71,Very Good,E,SI1,60,56,3122,5.85,5.78,3.49
2125,0.72,Ideal,H,VS2,61.7,56,3122,5.74,5.77,3.56
2126,0.72,Ideal,H,VS2,60.1,56,3122,5.85,5.88,3.52
2127,0.92,Good,I,SI1,57.4,65,3122,6.42,6.48,3.7
2128,0.9,Very Good,G,SI2,64.2,56,3123,6.04,6.11,3.9
2129,0.7,Ideal,G,VVS1,62.3,57,3123,5.61,5.65,3.51
2130,0.71,Ideal,F,VS2,61.8,56.2,3123,5.7,5.75,3.53
2131,0.71,Ideal,G,VS1,60.9,56.6,3123,5.75,5.79,3.52
2132,0.71,Ideal,G,VS1,61.8,56.1,3123,5.72,5.74,3.54
2133,0.82,Ideal,G,SI1,60.7,57,3123,6.07,6.06,3.68
2134,0.77,Very Good,G,VS2,62.8,59,3124,5.81,5.84,3.66
2135,0.72,Ideal,H,VVS1,61.4,56,3124,5.79,5.77,3.55
2136,0.84,Very Good,E,SI2,62.1,58,3125,6.02,6.09,3.76
2137,0.83,Ideal,E,SI2,61.3,57,3125,6.02,6.05,3.7
2138,0.94,Good,D,SI2,57.9,61,3125,6.48,6.43,3.74
2139,0.9,Good,H,SI1,60.5,64,3125,6.18,6.11,3.72
2140,0.52,Ideal,E,VVS1,61.8,55,3125,5.2,5.19,3.21
2141,0.93,Premium,J,VS2,61.1,59,3125,6.34,6.32,3.87
2142,0.57,Very Good,D,VVS1,62.8,56,3126,5.27,5.31,3.32
2143,0.72,Ideal,G,VVS2,61.2,57,3126,5.72,5.81,3.53
2144,0.57,Ideal,D,VVS1,61.6,56,3126,5.33,5.35,3.29
2145,1.13,Good,G,I1,63.4,58,3127,6.58,6.61,4.18
2146,0.7,Very Good,G,VS1,61.6,57,3127,5.69,5.73,3.52
2147,0.7,Very Good,G,VS1,61.9,57,3127,5.68,5.71,3.53
2148,0.73,Ideal,G,VVS2,62.2,55,3127,5.77,5.74,3.58
2149,0.73,Ideal,G,VVS2,61.9,56,3127,5.81,5.75,3.58
2150,0.73,Premium,E,VS2,61.9,57,3127,5.79,5.75,3.57
2151,0.71,Ideal,E,SI1,61.1,57,3128,5.75,5.77,3.52
2152,0.7,Ideal,D,VS2,61.5,56,3129,5.7,5.74,3.52
2153,0.75,Very Good,F,VS1,63.2,57,3129,5.78,5.74,3.64
2154,0.75,Ideal,E,SI2,62.6,55,3129,5.72,5.79,3.6
2155,0.97,Good,J,VS2,64.3,58,3129,6.25,6.22,4.01
2156,0.74,Ideal,I,VVS2,61.3,57,3130,5.82,5.85,3.57
2157,0.74,Ideal,G,SI1,60.6,55,3130,5.87,5.93,3.57
2158,0.74,Ideal,G,SI1,61.9,55,3130,5.8,5.83,3.6
2159,0.74,Ideal,G,SI1,61.3,57,3130,5.81,5.83,3.57
2160,0.7,Very Good,D,VS2,61.2,60,3131,5.73,5.77,3.52
2161,0.71,Very Good,D,VS2,60.3,62,3131,5.69,5.76,3.45
2162,0.82,Ideal,E,SI2,62.6,55,3131,5.94,5.98,3.73
2163,0.72,Ideal,H,VS1,61.6,55,3133,5.76,5.8,3.56
2164,0.82,Ideal,G,SI1,61.8,55,3133,6.02,6.05,3.73
2165,0.74,Premium,E,VS1,60,57,3133,5.94,5.89,3.55
2166,0.94,Good,I,SI2,63.8,60,3134,6.14,6.21,3.94
2167,0.71,Ideal,D,VS2,61.2,56,3135,5.76,5.78,3.53
2168,0.71,Ideal,D,VS2,60.4,57,3135,5.77,5.82,3.5
2169,0.73,Ideal,F,VS1,62.9,56,3135,5.71,5.77,3.61
2170,0.8,Very Good,D,VS2,63.1,57,3135,5.94,5.89,3.73
2171,0.81,Premium,D,SI1,60.7,58,3135,6.07,5.99,3.66
2172,0.7,Premium,F,VVS2,62.6,59,3136,5.66,5.62,3.53
2173,1,Fair,E,SI2,66.6,59,3136,6.07,6.01,4.02
2174,0.8,Premium,G,VS2,59.6,59,3136,6.09,6,3.6
2175,0.75,Ideal,E,VS2,60.2,57,3136,5.93,5.9,3.56
2176,1,Premium,E,I1,62.3,58,3136,6.38,6.33,3.96
2177,0.71,Ideal,D,VS1,62.2,55,3136,5.74,5.71,3.56
2178,1,Fair,E,SI2,67,53,3136,6.19,6.13,4.13
2179,1,Premium,G,SI2,62.5,59,3136,6.41,6.33,3.98
2180,1,Ideal,H,I1,61.3,57,3136,6.44,6.41,3.94
2181,0.8,Ideal,F,SI1,61,56,3137,5.98,6.05,3.67
2182,0.72,Premium,H,VVS1,61.4,58,3137,5.75,5.78,3.54
2183,0.71,Ideal,H,VVS1,61.1,56,3137,5.78,5.81,3.53
2184,0.71,Ideal,D,VS2,62.3,56,3137,5.68,5.72,3.55
2185,1.01,Very Good,G,SI1,62,63,3137,6.34,6.25,3.9
2186,0.79,Very Good,E,SI1,63.3,56.3,3138,5.85,5.88,3.71
2187,0.74,Very Good,D,SI1,61.5,59,3138,5.76,5.82,3.56
2188,0.72,Very Good,D,VS2,63.1,59,3139,5.67,5.7,3.59
2189,0.9,Very Good,E,SI2,60.7,61,3139,6.16,6.22,3.76
2190,0.9,Good,E,SI2,64.1,57,3139,6.07,6.09,3.9
2191,0.9,Good,E,SI2,63.4,62,3139,6,6.02,3.81
2192,0.9,Very Good,E,SI2,59.5,61,3139,6.24,6.3,3.73
2193,0.72,Ideal,G,VVS2,62.4,57,3139,5.71,5.76,3.58
2194,0.54,Ideal,D,VVS1,61.4,58,3139,5.28,5.25,3.23
2195,0.73,Ideal,F,VS1,61.1,57,3140,5.8,5.89,3.57
2196,0.7,Ideal,G,VS1,61.2,57,3140,5.7,5.74,3.5
2197,0.72,Good,E,VS2,60.8,62,3140,5.73,5.78,3.5
2198,0.73,Ideal,D,SI1,62.4,53,3140,5.82,5.79,3.62
2199,1.02,Premium,H,I1,62.5,60,3141,6.39,6.41,4
2200,1.02,Very Good,E,I1,60.6,63,3141,6.46,6.52,3.93
2201,0.9,Premium,J,SI1,60.4,59,3141,6.27,6.24,3.78
2202,1,Premium,G,SI2,59.1,59,3142,6.55,6.48,0
2203,0.7,Ideal,E,VS2,61.9,56,3142,5.69,5.72,3.53
2204,1,Fair,G,SI2,64.6,67,3142,6.25,6.19,4.02
2205,1.02,Ideal,H,SI2,58.8,57,3142,6.61,6.55,3.87
2206,1,Premium,G,SI2,61.5,56,3142,6.49,6.44,3.97
2207,1,Fair,G,SI2,68.3,54,3142,6.21,6.12,4.2
2208,0.68,Very Good,G,IF,62.7,56,3143,5.56,5.6,3.5
2209,0.83,Ideal,E,SI2,61,57,3143,6.06,6.13,3.72
2210,0.8,Very Good,H,VS1,62.7,56,3144,5.88,5.96,3.71
2211,1.21,Good,E,I1,57.2,62,3144,7.01,6.95,3.99
2212,0.7,Very Good,E,VS1,62.8,57,3145,5.65,5.68,3.56
2213,0.71,Very Good,D,VS1,58.1,62,3145,5.84,5.89,3.41
2214,0.84,Very Good,D,SI2,63.6,57,3145,5.95,6,3.8
2215,0.9,Premium,I,VS1,60.7,58,3145,6.3,6.19,3.79
2216,0.9,Very Good,J,VS2,63.5,56,3145,6.12,6.1,3.88
2217,0.7,Ideal,H,VS2,61.2,56,3145,5.72,5.75,3.51
2218,0.7,Ideal,H,VS2,61.2,57,3145,5.73,5.77,3.52
2219,0.71,Ideal,E,VS2,60.1,59,3145,5.79,5.83,3.49
2220,0.7,Ideal,G,SI1,61.6,55,3145,5.71,5.76,3.53
2221,0.9,Fair,G,SI1,65.4,57,3145,6.04,5.95,3.92
2222,0.9,Fair,G,SI1,65.6,56,3145,6.1,6.03,3.98
2223,0.9,Fair,G,SI1,65.4,59,3145,6.04,6,3.94
2224,0.9,Fair,H,SI1,66.8,55,3145,5.98,5.9,3.97
2225,0.74,Premium,G,VVS1,61.2,59,3145,5.84,5.79,3.56
2226,0.72,Ideal,E,VS2,60.6,57,3145,5.85,5.83,3.54
2227,0.72,Good,F,VVS2,61.3,65,3145,5.76,5.72,3.52
2228,0.78,Premium,D,SI1,60.9,55,3145,6,5.93,3.63
2229,0.71,Very Good,F,VS2,63.3,57,3146,5.65,5.69,3.59
2230,0.71,Ideal,H,IF,61.2,56,3146,5.74,5.79,3.53
2231,0.92,Very Good,J,VS2,60.9,62,3146,6.26,6.31,3.83
2232,0.8,Very Good,E,SI1,62.9,60,3146,5.87,5.89,3.7
2233,0.81,Ideal,F,SI1,61.2,57,3146,6,6.05,3.69
2234,0.78,Ideal,E,SI1,62.1,58,3146,5.86,5.9,3.65
2235,0.73,Good,E,VS1,63.7,59,3146,5.67,5.69,3.62
2236,1.06,Ideal,I,SI2,62.8,55,3146,6.51,6.46,4.07
2237,1,Fair,F,SI2,65.5,56,3146,6.3,6.19,4.09
2238,0.77,Ideal,G,VS1,62.2,56,3148,5.9,5.85,3.66
2239,0.7,Good,E,VS1,61.2,58,3148,5.66,5.72,3.48
2240,0.7,Good,E,VS1,58.7,60,3148,5.79,5.83,3.41
2241,1.02,Ideal,I,VS2,62.8,57,3148,6.45,6.39,4.03
2242,0.91,Good,G,SI2,62.5,60,3149,6.05,6.08,3.79
2243,1.03,Good,J,SI2,64.1,62,3149,6.37,6.33,4.07
2244,1.03,Fair,J,SI2,64.6,62,3149,6.3,6.21,4.06
2245,1.03,Premium,J,SI2,62.2,59,3149,6.42,6.4,3.99
2246,0.94,Very Good,F,SI2,62.3,59,3150,6.23,6.32,3.91
2247,0.88,Very Good,E,SI2,59.1,58,3150,6.22,6.3,3.7
2248,0.75,Ideal,E,VS2,61.7,56,3150,5.86,5.84,3.61
2249,0.75,Premium,E,VS2,61.8,58,3150,5.85,5.83,3.61
2250,0.72,Ideal,F,VS2,61.3,56,3151,5.78,5.8,3.55
2251,0.77,Very Good,H,VS1,62.2,57,3152,5.81,5.86,3.63
2252,0.75,Ideal,D,SI1,62,58,3152,5.81,5.84,3.61
2253,0.83,Very Good,H,VS1,63.1,60,3153,5.91,5.98,3.75
2254,0.9,Good,D,SI2,63.9,60,3153,6.07,6.11,3.89
2255,0.8,Ideal,H,VS2,60.6,56,3153,6.03,6.08,3.67
2256,0.71,Ideal,D,VS2,62,57,3153,5.69,5.73,3.54
2257,0.92,Good,E,SI2,62,64,3153,6.2,6.16,3.83
2258,0.7,Very Good,E,VVS2,59.2,61,3154,5.79,5.84,3.44
2259,0.7,Very Good,E,VS1,62.2,55,3154,5.65,5.67,3.52
2260,0.7,Very Good,E,VS1,63.6,57,3154,5.61,5.65,3.58
2261,0.95,Very Good,J,SI1,63.4,55,3154,6.25,6.21,3.95
2262,0.58,Ideal,D,VVS1,61.6,60,3154,5.34,5.35,3.29
2263,0.73,Ideal,G,VS2,61.7,56,3154,5.79,5.81,3.58
2264,0.77,Ideal,G,VS2,61.7,55,3154,5.87,5.9,3.63
2265,0.7,Ideal,F,VS1,61.2,58,3154,5.7,5.73,3.5
2266,0.7,Ideal,F,VS1,61.7,55,3154,5.72,5.76,3.54
2267,0.95,Fair,J,SI1,58,66,3154,6.5,6.46,3.76
2268,0.8,Ideal,D,SI2,61.9,54,3154,6,5.95,3.7
2269,1.22,Premium,J,SI2,62.6,59,3156,6.79,4.24,3.76
2270,0.64,Ideal,E,VVS2,62.1,53,3157,5.51,5.54,3.43
2271,1.06,Premium,F,I1,60.3,58,3158,6.59,6.56,3.96
2272,0.77,Ideal,D,SI1,62.3,56,3158,5.84,5.87,3.65
2273,0.8,Very Good,G,VS1,59.5,63,3158,6.11,6.05,3.61
2274,0.82,Premium,D,SI2,61.7,56,3159,6.01,5.99,3.7
2275,0.78,Ideal,E,VS2,62.1,54,3159,5.92,5.94,3.68
2276,0.7,Ideal,F,VVS2,62,57,3160,5.68,5.74,3.54
2277,0.9,Very Good,H,SI2,62.8,57,3160,6.15,6.2,3.88
2278,0.77,Very Good,D,SI1,58.6,59,3160,6,6.04,3.53
2279,0.9,Good,H,SI2,63.4,60,3160,6.03,6.08,3.84
2280,0.9,Very Good,H,SI2,62.9,57,3160,6.09,6.16,3.85
2281,0.9,Good,H,SI2,62.4,61,3160,6.03,6.11,3.79
2282,0.9,Very Good,H,SI2,59.5,63,3160,6.26,6.31,3.74
2283,0.9,Ideal,J,VS2,61.3,57,3160,6.16,6.24,3.8
2284,0.9,Very Good,H,SI2,61.1,63,3160,6.12,6.19,3.76
2285,0.9,Very Good,H,SI2,59.2,61,3160,6.23,6.27,3.7
2286,0.81,Ideal,D,SI2,61.9,54,3160,5.96,5.99,3.7
2287,0.9,Fair,F,SI1,66,57,3160,6.06,6,3.98
2288,0.63,Ideal,E,VVS1,62.4,56,3161,5.48,5.52,3.43
2289,0.71,Premium,D,VS2,62.4,59,3161,5.73,5.68,3.56
2290,0.71,Ideal,D,VS2,62.5,55,3161,5.74,5.71,3.58
2291,0.71,Premium,D,VS2,59.2,59,3161,5.86,5.8,3.45
2292,0.76,Very Good,E,VS2,63,59,3162,5.76,5.79,3.64
2293,0.9,Good,I,VS2,62.4,65,3162,6.09,6.12,3.81
2294,0.9,Good,G,SI2,63.3,59,3162,6.07,6.12,3.86
2295,0.9,Very Good,H,SI2,63,55,3162,6.1,6.16,3.86
2296,0.7,Ideal,F,VS1,61,58,3162,5.74,5.76,3.51
2297,0.74,Good,E,VS2,63.9,54,3163,5.77,5.81,3.7
2298,0.74,Good,E,VS2,63.5,56,3163,5.75,5.8,3.67
2299,0.78,Good,F,VS1,64,54,3163,5.86,5.82,3.74
2300,0.79,Ideal,F,SI1,61.3,56,3163,5.96,6.01,3.67
2301,0.73,Ideal,H,VS2,61.4,55,3164,5.79,5.82,3.56
2302,0.73,Ideal,H,VS2,61,56,3164,5.83,5.88,3.57
2303,1,Fair,H,SI2,63.7,54,3164,6.42,6.27,4.06
2304,0.7,Ideal,G,VVS1,62.8,57,3165,5.63,5.68,3.55
2305,0.92,Premium,H,SI1,60.7,59,3165,6.34,6.25,3.82
2306,0.77,Very Good,D,SI1,60.3,58,3166,5.89,5.96,3.57
2307,0.73,Good,F,VVS2,58.2,63,3166,5.87,6.01,3.46
2308,0.87,Fair,I,VS2,57.3,59,3166,6.29,6.44,3.65
2309,1.01,Premium,H,I1,58.1,59,3167,6.66,6.6,0
2310,0.71,Ideal,G,VVS1,62.1,56,3167,5.72,5.84,3.59
2311,0.72,Ideal,H,VS1,61.8,55,3167,5.78,5.81,3.58
2312,0.7,Ideal,E,VS1,62.6,55,3167,5.66,5.69,3.55
2313,0.79,Ideal,H,SI1,61.4,56,3167,5.93,5.96,3.65
2314,0.85,Ideal,E,SI1,61.8,54,3167,6.1,6.14,3.78
2315,0.7,Ideal,H,IF,62.2,55,3167,5.68,5.71,3.54
2316,0.72,Premium,F,VS1,62.2,57,3167,5.74,5.67,3.55
2317,1.01,Fair,H,SI2,64.5,54,3167,6.26,6.15,4
2318,1.01,Very Good,H,I1,63.2,58,3167,6.39,6.33,4.02
2319,1.08,Ideal,F,I1,61.8,56,3168,6.64,6.62,4.1
2320,1.23,Ideal,H,I1,61.6,55,3168,6.92,6.87,4.25
2321,0.91,Very Good,J,SI2,62.4,61,3169,6.13,6.2,3.85
2322,0.79,Ideal,F,SI1,61.2,56,3169,5.96,6.01,3.66
2323,0.77,Ideal,F,SI1,61.4,55,3169,5.93,5.95,3.65
2324,0.76,Very Good,G,VS2,61.1,57,3170,5.84,5.95,3.6
2325,0.92,Very Good,J,SI1,62.6,58,3170,6.18,6.22,3.88
2326,0.92,Ideal,J,SI1,62.3,56,3170,6.24,6.29,3.9
2327,0.76,Ideal,E,SI1,61.8,57,3170,5.84,5.87,3.62
2328,0.75,Ideal,E,SI1,62.1,55,3170,5.81,5.85,3.62
2329,0.74,Premium,F,VS1,61.7,57,3170,5.85,5.79,3.59
2330,0.74,Ideal,F,VS1,62.3,56,3170,5.79,5.76,3.6
2331,1.09,Fair,F,SI2,66.3,56,3170,6.47,6.39,4.27
2332,0.74,Ideal,F,VS1,61.7,56,3170,5.83,5.78,3.58
2333,0.74,Ideal,F,VS1,62.3,57,3170,5.79,5.77,3.6
2334,0.74,Ideal,F,VS2,62.1,56,3171,5.79,5.83,3.61
2335,0.83,Very Good,G,SI1,62.3,58,3171,5.97,6.01,3.73
2336,0.83,Ideal,H,VS2,61.6,55,3171,6.04,6.08,3.73
2337,0.78,Ideal,G,VS2,62.2,57,3171,5.87,5.9,3.66
2338,0.75,Ideal,G,SI1,61.8,55,3171,5.81,5.84,3.6
2339,0.83,Ideal,G,SI1,61.8,55,3171,6.05,6.09,3.75
2340,0.79,Ideal,E,SI1,60.3,56,3171,5.99,6.05,3.63
2341,1.03,Ideal,H,I1,61.5,57,3172,6.48,6.52,4
2342,1.03,Premium,H,I1,61.1,60,3172,6.46,6.51,3.96
2343,1.03,Ideal,H,SI2,62.4,57,3172,6.43,6.36,4
2344,0.7,Ideal,G,VS2,62.7,54,3172,5.65,5.7,3.65
2345,0.7,Ideal,E,VS2,62.2,55,3172,5.64,5.67,3.52
2346,0.84,Fair,F,VS2,65,57.2,3172,5.83,5.87,3.81
2347,0.93,Fair,G,SI2,66.1,58.1,3172,6,6.04,3.98
2348,0.7,Very Good,E,SI1,63.9,57,3173,5.55,5.66,3.58
2349,1.01,Premium,G,SI2,60.1,58,3173,6.54,6.39,3.89
2350,0.8,Ideal,D,SI2,61.5,58,3173,5.97,6,3.68
2351,1.01,Fair,G,SI2,68.5,63,3173,6.08,6,4.14
2352,0.92,Premium,H,SI2,60.4,59,3174,6.36,6.33,3.83
2353,0.71,Very Good,F,VS1,62.9,55,3175,5.68,5.71,3.58
2354,0.7,Ideal,H,VVS1,60.2,57,3175,5.78,5.82,3.49
2355,0.9,Ideal,J,VS1,62.5,55,3175,6.18,6.14,3.85
2356,0.7,Premium,E,VS1,62.9,61,3175,5.65,5.57,3.53
2357,0.9,Premium,G,SI2,61.9,61,3175,6.13,6.06,3.77
2358,0.9,Premium,J,VS1,62.3,56,3175,6.23,6.19,3.87
2359,0.7,Good,E,VS1,63.6,58,3175,5.67,5.62,3.59
2360,1,Fair,J,SI1,65.3,57,3175,6.33,6.12,4.08
2361,1.5,Fair,H,I1,69.3,61,3175,6.99,6.81,4.78
2362,0.9,Very Good,I,SI1,61.8,58,3176,6.2,6.26,3.85
2363,0.9,Good,I,SI1,63.5,59,3176,6.05,6.1,3.86
2364,0.77,Ideal,G,VS1,62.4,54,3176,5.89,5.93,3.69
2365,0.32,Ideal,F,SI2,61.7,56,561,4.41,4.44,2.73
2366,0.32,Premium,G,VS2,62.5,58,561,4.36,4.38,2.73
2367,0.32,Ideal,G,VS2,62,57,561,4.39,4.41,2.73
2368,0.32,Ideal,H,VS1,61.8,55,561,4.41,4.42,2.73
2369,0.32,Ideal,G,VS2,61.5,57,561,4.4,4.41,2.71
2370,0.32,Very Good,H,VS1,63,55,561,4.4,4.42,2.78
2371,0.32,Premium,I,VVS2,62.1,59,561,4.35,4.38,2.71
2372,0.32,Very Good,I,VVS2,63,57,561,4.33,4.37,2.74
2373,0.32,Very Good,G,VS2,62.8,58,561,4.31,4.35,2.72
2374,0.32,Premium,G,VS2,60.8,59,561,4.41,4.44,2.69
2375,0.32,Premium,G,VS2,61.1,58,561,4.42,4.45,2.71
2376,0.32,Very Good,G,VS2,59.9,57,561,4.47,4.51,2.69
2377,0.32,Very Good,H,VS1,62.8,58,561,4.35,4.37,2.74
2378,0.32,Very Good,E,SI1,62.2,58,561,4.36,4.39,2.72
2379,0.32,Premium,E,SI1,62.3,58,561,4.37,4.4,2.73
2380,0.4,Good,H,SI2,63.8,57,561,4.67,4.7,2.99
2381,0.32,Premium,G,VS2,61.5,60,561,4.36,4.39,2.69
2382,0.32,Premium,G,VS2,60.7,58,561,4.38,4.42,2.67
2383,0.32,Premium,G,VS2,61.5,59,561,4.4,4.42,2.71
2384,0.32,Ideal,G,VS2,61.4,57,561,4.39,4.4,2.7
2385,0.32,Ideal,G,VS2,62,57,561,4.37,4.4,2.72
2386,0.32,Ideal,E,SI1,61.8,55,561,4.42,4.45,2.74
2387,0.32,Ideal,H,VS1,61.1,56,561,4.44,4.46,2.72
2388,0.32,Ideal,G,VS2,62.5,56,561,4.38,4.42,2.75
2389,0.32,Very Good,H,VS1,62.8,55,561,4.35,4.41,2.75
2390,0.32,Ideal,G,VS2,61.8,55,561,4.41,4.43,2.73
2391,0.32,Premium,G,VS2,61.2,59,561,4.38,4.41,2.69
2392,0.32,Very Good,G,VS2,62,59,561,4.37,4.41,2.72
2393,0.26,Very Good,F,VVS1,61.3,58,562,4.13,4.16,2.54
2394,0.31,Ideal,G,VS2,61.7,55,562,4.37,4.39,2.7
2395,0.7,Ideal,E,VS2,61.1,56,3176,5.73,5.76,3.51
2396,0.72,Ideal,D,SI2,60.5,57,3176,5.82,5.89,3.54
2397,0.7,Very Good,E,VS1,63.8,57,3177,5.61,5.65,3.59
2398,0.74,Ideal,D,VS2,61.1,54,3177,5.86,5.89,3.59
2399,0.67,Very Good,G,VVS1,62,56,3178,5.6,5.62,3.48
2400,0.74,Ideal,H,VS2,62.2,55,3178,5.83,5.81,3.62
2401,0.72,Ideal,G,VVS2,62.6,56,3179,5.7,5.74,3.58
2402,0.72,Ideal,D,VS2,60.8,56,3179,5.8,5.84,3.54
2403,0.72,Ideal,D,VS2,62.1,57,3179,5.69,5.75,3.55
2404,0.72,Ideal,D,VS2,62.8,57,3179,5.68,5.73,3.58
2405,0.81,Good,D,SI1,63.9,58,3179,5.9,5.85,3.75
2406,1.5,Good,G,I1,57.4,62,3179,7.56,7.39,4.29
2407,0.74,Very Good,E,VS2,61.8,58,3180,5.79,5.82,3.59
2408,0.93,Very Good,J,VS2,61.1,59,3180,6.32,6.34,3.87
2409,0.87,Very Good,H,SI1,62.2,57,3180,6.05,6.11,3.78
2410,0.72,Ideal,H,VVS1,60.8,58,3180,5.77,5.8,3.52
2411,0.72,Ideal,H,VVS1,61.8,55,3180,5.74,5.78,3.56
2412,0.72,Ideal,H,VVS1,61.5,57,3180,5.74,5.76,3.54
2413,0.91,Fair,H,SI1,64.4,60,3180,6.1,6.07,3.92
2414,0.91,Fair,H,SI1,64.8,57,3180,6.12,6.07,3.95
2415,0.91,Premium,H,SI1,62.2,56,3180,6.23,6.18,3.86
2416,0.91,Very Good,J,SI2,62,56,3181,6.18,6.23,3.85
2417,0.95,Premium,G,SI2,62.6,58,3181,6.22,6.18,3.88
2418,0.63,Ideal,E,VVS1,61.1,58,3181,5.49,5.54,3.37
2419,0.92,Ideal,J,SI1,61.7,57,3181,6.21,6.26,3.85
2420,0.95,Premium,G,SI2,59.8,60,3181,6.36,6.34,3.8
2421,0.8,Ideal,I,VVS1,61.7,56,3181,5.98,5.92,3.67
2422,0.73,Very Good,D,VS2,63.5,58,3182,5.68,5.72,3.62
2423,0.73,Ideal,D,VS2,62.1,56,3182,5.77,5.8,3.59
2424,0.73,Ideal,G,VVS2,61.9,56,3183,5.74,5.81,3.61
2425,0.73,Ideal,G,VVS2,62.2,55,3183,5.74,5.77,3.58
2426,0.72,Very Good,E,SI1,63.3,56,3183,5.67,5.71,3.6
2427,1.11,Premium,I,I1,61.8,59,3183,6.65,6.58,4.09
2428,0.85,Ideal,H,SI1,60.8,57,3183,6.13,6.18,3.74
2429,0.76,Ideal,G,VS2,61.5,55,3183,5.92,5.88,3.63
2430,0.7,Premium,D,VS1,60.9,60,3183,5.75,5.71,3.49
2431,0.73,Very Good,E,VS2,62.9,58,3184,5.7,5.75,3.6
2432,0.78,Ideal,G,VS2,61.7,55,3184,5.94,5.89,3.65
2433,0.7,Ideal,H,VS1,61.2,55,3185,5.71,5.76,3.51
2434,0.7,Ideal,H,VS1,61,56,3185,5.75,5.79,3.51
2435,0.7,Ideal,H,VS1,61.7,57,3185,5.66,5.7,3.5
2436,0.79,Ideal,D,SI1,61.2,56,3185,6.02,5.95,3.66
2437,0.72,Premium,G,IF,60.1,58,3185,5.89,5.86,3.53
2438,0.9,Fair,E,SI2,57.5,68,3187,6.37,6.33,3.65
2439,0.96,Premium,J,SI1,62.9,59,3187,6.3,6.22,3.94
2440,0.9,Very Good,E,SI2,63.4,56,3187,6.15,5.99,3.85
2441,1.03,Good,J,SI2,56.2,62,3188,6.69,6.73,3.77
2442,0.9,Very Good,J,VS1,62.5,56,3188,6.11,6.21,3.85
2443,0.75,Good,G,VVS1,58.4,56,3188,5.98,6.06,3.52
2444,0.77,Ideal,E,SI1,61.6,57,3189,5.87,5.91,3.63
2445,0.91,Very Good,G,SI2,60.3,59,3189,6.23,6.28,3.77
2446,0.85,Ideal,E,SI2,62.8,57,3189,6.06,6.01,3.79
2447,0.71,Ideal,H,VS2,61.9,55,3189,5.74,5.77,3.56
2448,0.74,Ideal,E,VS2,59.5,57,3189,5.92,5.94,3.53
2449,0.73,Ideal,D,SI1,61.8,56,3189,5.8,5.76,3.57
2450,0.73,Ideal,D,SI1,61.9,56,3189,5.8,5.77,3.58
2451,1.01,Premium,J,VS2,62.4,60,3190,6.45,6.35,3.99
