name,lat,lon,alt,tz,tzone
"Deer Valley Municipal Airport",33.4117,112.457,1478,8,Asia/Chongqing
"Yolo County Airport",38.5793889,-121.8569444,100,-8,America/Los_Angeles
"David Wayne Hooks Field",30.063746,-95.554276,152,-6,America/Chicago
Orlando,28.398,-81.57,340,-5,America/New_York
"Danbury Municipal Airport",41.3715353,-73.4821906,458,-5,America/New_York
"Dyess Afb",32.420756,-99.8546,1789,-6,America/Chicago
"Wickenburg Municipal Airport",33.96889877,-112.7990036,2377,-7,America/Phoenix
"Bagdad Airport",34.5958528,-113.170195,4183,-7,America/Phoenix
"Ocean Ridge Airport",38.8016111,-123.5306389,940,-8,America/Los_Angeles
"Gila Bend Municipal Airport",32.960169,-112.673636,789,-7,America/Phoenix
"Chinle Municipal Airport",36.1108806,-109.5754222,5547,-7,America/Denver
"Eagle Airport",64.778056,-141.149722,908,-9,America/Anchorage
"Kearney Municipal Airport",40.727,-99.0068,2131,-6,America/Chicago
"Pangborn Field",47.398,-120.206,1249,-8,America/Los_Angeles
"Chippewa Valley Regional Airport",44.8658,-91.4843,913,-6,America/Chicago
"Iosco County",44.311,-83.422,606,-5,America/New_York
"Elizabeth City Cgas Rgnl",36.260581,-76.174572,12,-5,America/New_York
"Panama City-NW Florida Bea.",30.3417,-85.7973,69,-6,America/Chicago
"Elmendorf Afb",61.250986,-149.806503,212,-9,America/Anchorage
"Edwards Afb",34.905417,-117.883739,2302,-8,America/Los_Angeles
"Eek Airport",60.213611,-162.043889,15,-9,America/Anchorage
"Dillant Hopkins Airport",72.270833,42.898333,149,-5,\N
"Shelby County Airport",33.1777778,-86.7832222,586,-6,America/Chicago
"Ellington Fld",29.607333,-95.15875,32,-6,America/Chicago
"Eagle County Airport",39.6427611,-106.9159347,6548,-7,America/Denver
"Eagle Co Rgnl",39.642556,-106.917694,6540,-7,America/Denver
"Wellington Municipal",37.39411,-97.423225,1277,-6,America/Chicago
"Eagle River",45.932333,-89.268283,1642,-6,America/Chicago
"Egegik Airport",58.185556,-157.375556,92,-9,America/Anchorage
"Cape Newenham Lrrs",58.646428,-162.062778,541,-9,America/Anchorage
"Eielson Afb",64.665667,-147.1015,548,-9,America/Anchorage
"Elkhart Municipal",41.719444,-86.003333,778,-5,America/New_York
"Elkins Randolph Co Jennings Randolph",38.889444,-79.857139,1987,-5,America/New_York
"Elko Regional Airport",40.8249,-115.792,5140,-8,America/Los_Angeles
Bessemer,33.1876,-86.5558,700,-6,America/Chicago
"South Arkansas Rgnl At Goodwin Fld",33.220972,-92.813278,277,-6,America/Chicago
"Elim Airport",64.615,-162.270556,162,-9,America/Anchorage
"Elmira Corning Rgnl",42.159889,-76.891611,954,-5,America/New_York
"El Paso Intl",31.80725,-106.377583,3958,-7,America/Denver
"Elfin Cove Seaplane Base",58.195278,-136.3475,0,-9,America/Anchorage
"Ely Airport",39.299722,-114.841944,6259,-8,America/Los_Angeles
"Emmonak Airport",62.786111,-164.490833,13,-9,America/Anchorage
"Emporia Municipal Airport",38.3321,-96.1912,1208,-6,America/Chicago
"Kenai Muni",60.573111,-151.245,99,-9,America/Anchorage
"Vance Afb",36.339167,-97.9165,1307,-6,America/Chicago
Wendover,40.718694,-114.030889,4237,-7,America/Denver
"Kenosha Regional Airport",42.5956944,-87.9278056,742,-6,America/Chicago
"Keokuk Municipal Airport",40.4599078,-91.4285011,671,-6,America/Chicago
"Eastport Municipal Airport",44.9101111,-67.0126944,45,-5,America/New_York
"Monroe Reqional Airport",35.01833,-80.62001,679,-5,America/New_York
"Erie Intl Tom Ridge Fld",42.082022,-80.176217,733,-5,America/New_York
"Kerrville Municipal Airport",29.9766667,-99.0854722,1617,-6,America/Chicago
"Luce County Airport",46.311199,-85.457298,869,-5,America/New_York
"Delta County Airport",45.722778,-87.093611,609,-5,America/New_York
"Orcas Island Airport",48.708056,-122.910556,31,-8,America/Los_Angeles
"Esler Rgnl",31.394903,-92.295772,112,-6,America/Chicago
"Easton-Newnam Field Airport",38.8041667,-76.069,72,-5,America/New_York
"Weedon Field",31.5708,-85.0774,285,-6,America/Chicago
"Mahlon Sweet Fld",44.124583,-123.211972,374,-8,America/Los_Angeles
"Evansville Regional",38.036997,-87.532364,418,-6,America/Chicago
"Evanston-Uinta CO Burns Fld",41.1649,-111.0208,7143,-7,America/Denver
"New Bedford Regional Airport",41.6761,-70.9569,80,-5,America/New_York
"Newton City-County Airport",38.0570785,-97.2752278,1533,-6,America/Chicago
"Craven Co Rgnl",35.072972,-77.042944,18,-5,America/New_York
"Newark Liberty Intl",40.6925,-74.168667,18,-5,America/New_York
"Excursion Inlet Seaplane Base",58.420556,-135.449167,0,-9,America/Anchorage
"Key West Intl",24.556111,-81.759556,3,-5,America/New_York
"Seaplane Base",28.0575,-81.7628056,140,-5,America/New_York
"Felker Aaf",37.1325,-76.608841,12,-5,America/New_York
"Fairbanks Intl",64.815114,-147.856267,434,-9,America/Anchorage
"Hector International Airport",46.92065,-96.8157639,902,-6,America/Chicago
"Fresno Yosemite Intl",36.776194,-119.71814,336,-8,America/Los_Angeles
"Fayetteville Regional Grannis Field",34.9912,-78.8803,189,-5,America/New_York
"Fredericksburg Amtrak Station",38.298416,-77.456875,130,-5,America/New_York
"Ladd Aaf",64.8375,-147.614444,454,-9,America/Anchorage
"Fort Bridger",41.236,-110.2436,7038,-7,America/Denver
"Friday Harbor Seaplane Base",48.537222,-123.009722,0,-8,America/Los_Angeles
"Glacier Park Intl",48.310472,-114.256,2977,-7,America/Denver
"Flying Cloud Airport",44.4938,-93.2726,906,-6,America/Chicago
"Butts Aaf",38.678394,-104.756581,5838,-7,America/Denver
"Fairfield County Airport",34.315472,-81.108806,577,-5,America/New_York
"Findlay Airport",41.0120278,-83.6686111,819,-5,America/New_York
"First Flight Airport",36.02,-75.67,13,-5,America/New_York
"Atlanta Regional Airport - Falcon Field",33.35725,-84.5718333,808,-5,America/New_York
"Wright Patterson Afb",39.826111,-84.048332,823,-5,America/New_York
"Capital City Airport",38.1819722,-84.9061389,812,-5,America/New_York
"Mesa Falcon Field",33.4608001708984,-111.727996826172,1394,-7,America/Phoenix
"Sierra Vista Muni Libby Aaf",31.588472,-110.344389,4719,-7,America/Phoenix
"Fitchburg Municipal Airport",42.5541111,-71.7589722,348,-5,America/New_York
Franklin,41.377874,-79.860362,1540,-5,America/New_York
"Fond Du Lac County Airport",43.7711667,-88.4884167,808,-6,America/Chicago
"Flagstaff Pulliam Airport",35.140318,-111.6692392,7015,-7,America/Phoenix
"Fort Lauderdale Hollywood Intl",26.072583,-80.15275,9,-5,America/New_York
"Florence Rgnl",34.185361,-79.723889,146,-5,America/New_York
"Sherman Aaf",39.368332,-94.914686,772,-6,America/Chicago
Tipton,39.085386,-76.759414,150,-5,America/New_York
"Otis Angb",41.658439,-70.521417,131,-5,America/New_York
"Four Corners Rgnl",36.74125,-108.229944,5506,-7,America/Denver
"Page Fld",26.586611,-81.86325,17,-5,America/New_York
"Fort Collins Loveland Muni",40.451828,-105.011336,5016,-7,America/Denver
"Funter Bay Seaplane Base",58.254444,-134.897778,0,-9,America/Anchorage
"Bishop International",42.965424,-83.743629,782,-5,America/New_York
"Fort Dodge Rgnl",42.5512,-94.191842,1157,-6,America/Chicago
"Forbes Fld",38.950944,-95.663611,1078,-6,America/Chicago
"Francis S Gabreski",40.843656,-72.631789,67,-5,America/New_York
"Friday Harbor Airport",48.521944,-123.024444,113,-8,America/Los_Angeles
"Marshall Aaf",39.055275,-96.764453,1063,-6,America/Chicago
"Bryant Ahp",61.266381,-149.653119,378,-9,America/Anchorage
"St Lucie County International Airport",27.497472,-80.372638,23,-5,America/New_York
"Sioux Falls",43.582014,-96.741914,1429,-6,America/Chicago
"Henry Post Aaf",34.649833,-98.402167,1189,-6,America/Chicago
"Fort Smith Rgnl",35.336583,-94.367444,469,-6,America/Chicago
"Fort Stockton Pecos Co",30.915667,-102.916139,3011,-6,America/Chicago
"Godman Aaf",37.907058,-85.972106,756,-5,America/New_York
"Fort Worth Meacham Intl",32.819778,-97.362444,710,-6,America/Chicago
"Fulton County Airport Brown Field",33.7791,-84.5214,841,-5,America/New_York
"Fullerton Municipal Airport",33.521925,-117.584722,96,-8,America/Los_Angeles
"Fort Wayne",40.978472,-85.195139,815,-5,America/New_York
"Fort Lauderdale Executive",26.197281,-80.170706,13,-5,America/New_York
"Fort Yukon",66.571492,-145.250417,433,-9,America/Anchorage
"Drake Fld",36.005094,-94.170059,1251,-6,America/Chicago
"Fitzgerald Municipal Airport",31.6839046,-83.2709036,365,-5,America/New_York
"Fostoria Metropolitan Airport",41.1908333,-83.3930833,752,-5,America/New_York
"Northeast Alabama Regional Airport",33.9726489,-86.0890834,569,-6,America/Chicago
"Montgomery County Airpark",39.1006,-77.09576,0,-5,America/New_York
"Edward G Pitka Sr",64.736178,-156.937417,152,-9,America/Anchorage
"Gambell Airport",63.7668,-171.733,27,-9,America/Anchorage
"Great Bend Municipal",38.344167,-98.859167,1887,-6,America/Chicago
"Gillette-Campbell County Airport",44.3489167,-105.5393611,4365,-7,America/Denver
"Garden City Rgnl",37.927528,-100.724417,2891,-6,America/Chicago
"Grand Canyon National Park Airport",35.9523611,-112.1469722,6609,-7,America/Phoenix
"Grand Canyon West Airport",35.5925,-113.4859,4825,-7,America/Phoenix
"Dawson Community Airport",47.138611,-104.807222,749,-7,America/Denver
"Gladwin Zettel Memorial Airport",43.9705893,-84.47502,774,-5,America/New_York
"Sussex Co",38.689194,-75.358889,50,-5,America/New_York
"Spokane Intl",47.619861,-117.533833,2376,-8,America/Los_Angeles
"Glendale Municipal Airport",33.5269167,-112.2951389,1071,-7,America/Phoenix
"Grand Forks Intl",47.949256,-97.176111,845,-6,America/Chicago
"Floyd Bennett Memorial Airport",43.341222,-73.610305,328,-5,America/New_York
"Georgetown County Airport",33.3114018,-79.3203139,40,-5,America/New_York
"East Texas Rgnl",32.384014,-94.711486,365,-6,America/Chicago
"Wokal Field Glasgow International Airport",48.2125,-106.615,2296,-7,America/Denver
"Marshfield Municipal Airport",42.09825,-70.6721389,9,-5,America/New_York
"Gilbert Airport",28.062778,-81.753333,145,-5,America/New_York
"Grand Junction Regional",39.122413,-108.526735,4858,-7,America/Denver
Gulkana,62.154888,-145.456639,1580,-9,America/Anchorage
"Arlington Municipal",32.6638611,-97.0942778,628,-6,America/Chicago
"Renner Fld",39.370621,-101.698992,3656,-7,America/Denver
"Mid Delta Regional Airport",33.4829,-90.9856,131,-6,America/Chicago
"Scholes Intl At Galveston",29.265322,-94.860406,6,-6,America/Chicago
"Golovin Airport",64.550556,-163.007222,59,-9,America/Anchorage
"Grants Milan Muni",35.167286,-107.901989,6537,-7,America/Denver
"Goodnews Airport",59.1175,-161.5775,15,-9,America/Anchorage
"Gainesville Rgnl",29.690056,-82.271778,152,-5,America/New_York
"Groton New London",41.330056,-72.045139,9,-5,America/New_York
Gulfport-Biloxi,30.407278,-89.070111,28,-6,America/Chicago
"Grand Rapids Itasca County",47.211111,-93.509722,413,-6,America/Chicago
"Galion Municipal Airport",40.7533889,-82.7238056,1224,-5,America/New_York
"Austin Straubel Intl",44.485072,-88.129589,695,-6,America/Chicago
"Gray Aaf",47.079217,-122.580783,302,-8,America/Los_Angeles
"Central Nebraska Regional Airport",40.9675,-98.3096,1847,-6,America/Chicago
"Robert Gray Aaf",31.06725,-97.828917,1015,-6,America/Chicago
"Grand Marais Cook County Airport",47.8383333,-90.3829444,1799,-6,America/Chicago
"Gerald R Ford Intl",42.880833,-85.522806,794,-5,America/New_York
"Seymour Johnson Afb",35.339383,-77.960589,110,-5,America/New_York
"Piedmont Triad",36.09775,-79.937306,925,-5,America/New_York
"Greenville-Spartanburg International",34.895556,-82.218889,964,-5,America/New_York
"Gustavus Airport",58.4253,-135.707,34,-9,America/Anchorage
"Wheeler Sack Aaf",44.055619,-75.719458,690,-5,America/New_York
"Great Falls Intl",47.482,-111.370689,3677,-7,America/Denver
"Golden Triangle Regional Airport",33.450333,-88.591361,264,-6,America/Chicago
"Georgetown Municipal Airport",30.678809,-97.6793837,790,-6,America/Chicago
"Gunnison - Crested Butte",38.533889,-106.933056,7678,-7,America/Denver
"Gallup Muni",35.511058,-108.789308,6472,-7,America/Denver
"Grissom Arb",40.648094,-86.152119,812,-5,America/New_York
"Lee Gilmer Memorial Airport",34.272627,-83.8302233,1276,-5,America/New_York
"Genesee County Airport",43.03175,-78.1696667,914,-5,America/New_York
Majors,33.067839,-96.065333,535,-6,America/Chicago
"Greenwood Leflore",33.494328,-90.084706,162,-6,America/Chicago
"Gary Chicago International Airport",41.6163,-87.4128,591,-6,America/Chicago
"Hattiesburg Bobby L. Chain Municipal Airport",31.2649444,-89.2528889,151,-6,America/Chicago
"Hobart Muni",34.991308,-99.051353,1564,-6,America/Chicago
"Columbia County",42.2913,-73.7103,198,-5,America/New_York
"Holy Cross Airport",62.1883,-159.775,70,-9,America/Anchorage
Dillingham,21.579475,-158.197281,14,-10,Pacific/Honolulu
"Hardwick Field Airport",35.2199994,-84.832369,874,-5,America/New_York
"Yampa Valley",40.481181,-107.21766,6602,-7,America/Denver
"Hondo Municipal Airport",29.3591,-99.1775,930,-6,America/Chicago
"Hartford Brainard",41.736722,-72.649444,18,-5,America/New_York
"Hagerstown Regional Richard A Henson Field",39.7079,-77.7295,704,-5,America/New_York
"Hilton Head",32.216,-80.752,10,-5,America/New_York
"Wheeler Aaf",21.4835,-158.039667,837,-10,Pacific/Honolulu
"Jack Northrop Fld Hawthorne Muni",33.922839,-118.335186,66,-8,America/Los_Angeles
"Chisholm Hibbing",47.3866,-92.838994,1353,-6,America/Chicago
"Hill Afb",41.123939,-111.973039,4789,-7,America/Denver
"Lake Havasu City Airport",34.5711111,-114.3582778,783,-7,America/Phoenix
"Portland Hillsboro",45.540394,-122.949825,204,-8,America/Los_Angeles
"Healy River Airport",63.8675,-148.968889,1263,-9,America/Anchorage
"Hickory Rgnl",35.741147,-81.38955,1189,-5,America/New_York
"Wheeling Ohio County Airport",40.175,-80.6463,1195,-5,America/New_York
"Helena Rgnl",46.606806,-111.98275,3877,-7,America/Denver
"Hood Aaf",31.138731,-97.714469,924,-6,America/Chicago
"Holloman Afb",32.852519,-106.106525,4093,-7,America/Denver
"Hoonah Airport",58.096111,-135.409722,19,-9,America/Anchorage
"Honolulu Intl",21.318681,-157.922428,13,-10,Pacific/Honolulu
Hana,20.795636,-156.014439,78,-10,Pacific/Honolulu
"Haines Airport",59.2438,-135.524,15,-9,America/Anchorage
"Lea Co Rgnl",32.687528,-103.217028,3661,-7,America/Denver
Homer,59.645556,-151.476583,84,-9,America/Anchorage
"Huron Rgnl",44.3852,-98.228542,1289,-6,America/Chicago
"Campbell Aaf",36.668567,-87.496183,573,-6,America/Chicago
"Memorial Field",34.478,-93.0962,540,-6,America/Chicago
"William P Hobby",29.645419,-95.278889,46,-6,America/Chicago
"Hooper Bay Airport",61.5239,-166.147,7,-9,America/Anchorage
"Westchester Co",41.066959,-73.707575,439,-5,America/New_York
"Bowerman Field",46.9711944,-123.9365556,18,-8,America/Los_Angeles
"McDuffie County Airport",33.5297315,-82.5169509,501,-5,America/New_York
"Valley Intl",26.2285,-97.654389,36,-6,America/Chicago
"Boone Co",36.261519,-93.154728,1365,-6,America/Chicago
"Hurlburt Fld",30.427803,-86.689278,38,-6,America/Chicago
"Henderson Executive Airport",35.972778,-115.134444,1881,-8,America/Los_Angeles
"Huslia Airport",65.697778,-156.351389,213,-9,America/Anchorage
"Homestead Arb",25.48855,-80.383567,6,-5,America/New_York
"Huntsville International Airport-Carl T Jones Field",34.6371944,-86.7750556,629,-6,America/Chicago
"Roscommon Co",44.359806,-84.671112,1150,-5,America/New_York
"Tri State Milton J Ferguson Field",38.3667,-82.558,828,-5,America/New_York
"Redstone Aaf",34.678653,-86.684781,685,-6,America/Chicago
"Terre Haute Intl Hulman Fld",39.451464,-87.307561,589,-5,America/New_York
"Houlton Intl",46.123083,-67.792056,489,-5,America/New_York
"Hughes Airport",66.039167,-154.264722,299,-9,America/Anchorage
"Hutchinson Municipal Airport",38.0655,-97.8606,1543,-6,America/Chicago
"Tweed-New Haven Airport",41.26375,-72.886806,14,-5,America/New_York
"Havre City Co",48.542983,-109.762342,2590,-7,America/Denver
"Hayward Executive Airport",37.6588888888889,-122.121666666667,52,-8,America/Los_Angeles
"North Perry",26.001222,-80.240722,8,-5,America/New_York
"Hilton Head Airport",32.2243611,-80.6974722,19,-5,America/New_York
"Barnstable Muni Boardman Polando Fld",41.669336,-70.280356,55,-5,America/New_York
"Hydaburg Seaplane Base",55.206389,-132.828333,0,-9,America/Anchorage
"Hollis Seaplane Base",55.481667,-132.646111,0,-9,America/Anchorage
"Hays Regional Airport",38.8422,-99.2732,1998,-6,America/Chicago
"Hazleton Municipal",40.989167,-76.0025,1603,-5,America/New_York
"Mc Connell Afb",37.621853,-97.268192,1371,-6,America/Chicago
"Washington Dulles Intl",38.944533,-77.455811,313,-5,America/New_York
"Niagara Falls Intl",43.107333,-78.946194,589,-5,America/New_York
"George Bush Intercontinental",29.984433,-95.341442,97,-6,America/Chicago
"Bob Baker Memorial Airport",66.975833,-160.436667,166,-9,America/Anchorage
"Wichita Mid Continent",37.649944,-97.433056,1333,-6,America/Chicago
"Icy Bay Airport",59.968889,-141.661667,50,-9,America/Anchorage
"Idaho Falls Rgnl",43.514556,-112.07075,4744,-7,America/Denver
"Idlewild Intl",40.639751,-73.778924,13,-5,America/New_York
"Laughlin-Bullhead Intl",35.1574,-114.56,695,-7,America/Phoenix
"Igiugig Airport",59.324,-155.902,90,-9,America/Anchorage
"Kingman Airport",35.2595,-113.938,3449,-7,America/Phoenix
"Lansing Municipal",41.5349167,-87.5295278,620,-6,America/Chicago
"Windham Airport",41.7440278,-72.1802222,246,-5,America/New_York
"Greater Kankakee",41.071389,-87.846278,630,-6,America/Chicago
"Nikolski Air Station",52.941667,-168.848889,77,-9,America/Anchorage
"Kirtland Air Force Base",35.040222,-106.609194,5355,-7,America/Denver
"Ankeny Regl Airport",41.691389,-93.566389,910,-6,America/Chicago
"New Castle",39.678722,-75.606528,79,-5,America/New_York
Iliamna,59.754356,-154.910961,186,-9,America/Anchorage
"Wilmington Intl",34.270615,-77.902569,32,-5,America/New_York
"Wilmington Airborne Airpark",39.42792,-83.792118,1077,-5,America/New_York
Immokalee,26.433889,-81.401389,37,-5,America/New_York
"Ford Airport",45.8183611,-88.1145556,1182,-6,America/Chicago
"Indianapolis Intl",39.717331,-86.294383,797,-5,America/New_York
"Hillsboro Muni",32.083486,-97.097228,685,-6,America/Chicago
"Winkler Co",31.779628,-103.201361,2822,-6,America/Chicago
"Falls Intl",48.566186,-93.403067,1185,-6,America/Chicago
"Creech Afb",36.587183,-115.673353,3133,-8,America/Los_Angeles
"Smith Reynolds",36.133722,-80.222,969,-5,America/New_York
"Winslow-Lindbergh Regional Airport",35.0219167,-110.7225278,4941,-7,America/Phoenix
"Iowa City Municipal Airport",41.639244,-91.546503,668,-6,America/Chicago
"Imperial Co",32.834219,-115.578744,-54,-8,America/Los_Angeles
"Williamsport Rgnl",41.241836,-76.921094,529,-5,America/New_York
"Circle City Airport",65.827778,-144.076111,613,-9,America/Anchorage
"Kirksville Regional Airport",40.0935,-92.5449,966,-6,America/Chicago
"Kissimmee Gateway Airport",28.289806,-81.437083,82,-5,America/New_York
"Sloulin Fld Intl",48.177939,-103.642347,1982,-6,America/Chicago
"Kinston Regional Jetport",35.331389,-77.608889,94,-5,America/New_York
"Long Island Mac Arthur",40.79525,-73.100222,99,-5,America/New_York
"Alexander Field South Wood County Airport",44.3606456,-89.8381412,1021,-6,America/Chicago
"Ithaca Tompkins Rgnl",42.491028,-76.458444,1099,-5,America/New_York
"Hilo Intl",19.721375,-155.048469,38,-10,Pacific/Honolulu
"Gogebic Iron County Airport",46.5274747,-90.1313967,1230,-6,America/Chicago
"West Houston",29.818194,-95.672611,111,-6,America/Chicago
"Inyokern Airport",35.658889,-117.829444,2455,-8,America/Los_Angeles
"Eastern Slopes Regional",43.9911389,-70.9478889,455,-5,America/New_York
"Jackson Hole Airport",43.607333333,-110.73775,6451,-7,America/Denver
"Jackson Evers Intl",32.311167,-90.075889,346,-6,America/Chicago
"Jacksonville Intl",30.494056,-81.687861,30,-5,America/New_York
"Jonesboro Muni",35.831708,-90.646417,262,-6,America/Chicago
"New Century AirCenter Airport",38.8309167,-94.8903056,1087,-6,America/Chicago
"Jefferson City Memorial Airport",38.5912,-92.1561,549,-6,America/Chicago
"Jesup-Wayne County Airport",31.553889,-81.8825,107,-5,America/New_York
"John F Kennedy Intl",40.639751,-73.778925,13,-5,America/New_York
"Grand Canyon Heliport",35.96666666,-112.13333333,2500,-7,America/Phoenix
Kapalua,20.962936,-156.673031,256,-10,Pacific/Honolulu
"Chautauqua County-Jamestown",42.153333,-79.258056,525,-5,America/New_York
"Jack Edwards Airport",30.2896389,-87.6717778,17,-6,America/Chicago
"Joplin Rgnl",37.151814,-94.498269,981,-6,America/Chicago
"Jamestown Regional Airport",46.9297,-98.6782,1498,-6,America/Chicago
"Juneau Intl",58.354972,-134.576278,21,-9,America/Anchorage
"Regional Airport",41.517778,-88.175556,582,-6,America/Chicago
"West 30th St. Heliport",40.7545,-74.0071,7,-5,America/New_York
"Wall Street Heliport",40.701214,-74.009028,7,-5,America/New_York
"John Murtha Johnstown-Cambria County Airport",40.316111,-78.833889,2284,-5,America/New_York
"Southern Wisconsin Regional Airport",42.62025,-89.0415556,808,-6,America/Chicago
"Reynolds Field",42.260556,-84.460556,1001,-5,America/New_York
"Plantation Airpark",32.6452778,-81.5971111,188,-5,America/New_York
"Leesburg Executive Airport",39.078,-77.558,389,-5,America/New_York
"Pickens County Airport",34.4534722,-84.4572222,1535,-5,America/New_York
"Wainwright As",70.613378,-159.86035,35,-9,America/Anchorage
"Burrello-Mechanicville Airport",42.893133,-73.66845,195,-5,America/New_York
"Sabetha Municipal",39.5425,-95.4677,1330,-6,America/Chicago
"Kake Seaplane Base",56.973056,-133.945556,0,-9,America/Anchorage
"Kaltag Airport",64.3191,-158.741,187,-9,America/Anchorage
"Birch Creek Airport",66.256708,-145.815319,450,-9,America/Anchorage
"Chignik Bay Seaplane Base",56.295556,-158.401398,0,-9,America/Anchorage
"Coffman Cove Seaplane Base",56.014722,-132.833889,0,-9,America/Anchorage
"Chignik Lagoon Airport",56.311111,-158.534167,25,-9,America/Anchorage
"Chignik Lake Airport",56.255,-158.775278,50,-9,America/Anchorage
"Kenmore Air Harbor Inc Seaplane Base",47.7548,-122.259,14,-8,America/Los_Angeles
"Ekwok Airport",59.356944,-157.471111,135,-9,America/Anchorage
"False Pass Airport",54.8475,-163.410278,20,-9,America/Anchorage
"Koliganek Airport",59.726667,-157.259444,269,-9,America/Anchorage
"Grayling Airport",62.894444,-160.065,99,-9,America/Anchorage
"Koyuk Alfred Adams Airport",64.939444,-161.154167,154,-9,America/Anchorage
"Kitoi Bay Seaplane Base",58.190833,-152.370556,0,-9,America/Anchorage
"Kongiganak Airport",59.960833,-162.881111,30,-9,America/Anchorage
"Kalskag Airport",61.5363,-160.341,55,-9,America/Anchorage
"Levelock Airport",59.128056,-156.858611,39,-9,America/Anchorage
"Larsen Bay Airport",57.535,-153.976667,87,-9,America/Anchorage
"Kelso Longview",46.118,-122.898389,20,-8,America/Los_Angeles
"Klawock Airport",55.579167,-133.076111,80,-9,America/Anchorage
"Manokotak Airport",58.990278,-159.05,51,-9,America/Anchorage
"Moser Bay Seaplane Base",57.025556,-154.145833,0,-9,America/Anchorage
"New Stuyahok Airport",59.4499,-157.328,302,-9,America/Anchorage
"Kona Intl At Keahole",19.738767,-156.045631,47,-10,Pacific/Honolulu
"Kotlik Airport",63.030556,-163.532778,15,-9,America/Anchorage
"Olga Bay Seaplane Base",57.161389,-154.229722,0,-9,America/Anchorage
"Ouzinkie Airport",57.922876,-152.500511,55,-9,America/Anchorage
"Point Baker Seaplane Base",56.351944,-133.6225,0,-9,America/Anchorage
"Port Clarence Coast Guard Station",65.2537,-166.859,10,-9,America/Anchorage
"Kipnuk Airport",59.933056,-164.030556,11,-9,America/Anchorage
"Port Williams Seaplane Base",58.49,-152.582222,0,-9,America/Anchorage
"Perryville Airport",55.906667,-159.160833,29,-9,America/Anchorage
"Port Bailey Seaplane Base",57.93,-153.040556,0,-9,America/Anchorage
"Akutan Seaplane Base",54.1325,-165.785,0,-9,America/Anchorage
"St Marys Airport",62.0605,-163.302,311,-9,America/Anchorage
"Thorne Bay Seaplane Base",55.688056,-132.536667,0,-9,America/Anchorage
"Ketchikan Intl",55.355556,-131.71375,88,-9,America/Anchorage
"Brevig Mission Airport",65.331389,-166.465833,35,-9,America/Anchorage
"Kasigluk Airport",60.873333,-162.524444,40,-9,America/Anchorage
"King Cove Airport",55.1163,-162.266,155,-9,America/Anchorage
"Kivalina Airport",67.7362,-164.563,13,-9,America/Anchorage
"Kwigillingok Airport",59.876389,-163.168611,18,-9,America/Anchorage
"Quinhagak Airport",59.755,-161.845278,42,-9,America/Anchorage
"West Point Village Seaplane Base",57.77,-153.548889,0,-9,America/Anchorage
"Kwethluk Airport",60.790278,-161.443611,30,-9,America/Anchorage
"Karuluk Airport",57.566944,-154.450278,137,-9,America/Anchorage
"Koyukuk Airport",64.875833,-157.730556,149,-9,America/Anchorage
"Zachar Bay Seaplane Base",57.55,-153.75,0,-9,America/Anchorage
"Furnace Creek",36.273,-116.515,0,-8,America/Los_Angeles
"Big Bear City",34.2637778,-116.8560278,6725,-8,America/Los_Angeles
"Oceano County Airport",35.10147222,-120.62236111,14,-8,America/Los_Angeles
"Lamar Muni",38.069694,-102.6885,3706,-7,America/Denver
"Purude University Airport",40.4123056,-86.9368889,606,-5,America/New_York
"Lakeland Linder Regional Airport",27.9889167,-82.0185556,142,-5,America/New_York
"Los Alamos Airport",35.8798019,-106.2694153,7171,-7,America/Denver
"Capital City",42.7787,-84.587357,861,-5,America/New_York
"Laramie Regional Airport",41.3121,-105.675,7284,-7,America/Denver
"Mc Carran Intl",36.080056,-115.15225,2141,-8,America/Los_Angeles
"Lawton-Fort Sill Regional Airport",34.5677144,-98.4166367,1110,-6,America/Chicago
"Los Angeles Intl",33.942536,-118.408075,126,-8,America/Los_Angeles
"Lubbock Preston Smith Intl",33.663639,-101.822778,3282,-6,America/Chicago
"Arnold Palmer Regional Airport",40.2759,-79.4048,1185,-5,America/New_York
"North Platte Regional Airport Lee Bird Field",41.1262,-100.684,2776,-6,America/Chicago
"Liberal Muni",37.044222,-100.95986,2885,-6,America/Chicago
"Municipal Airport",34.6098056,-79.0595556,125,-5,America/New_York
"Lake Charles Rgnl",30.126112,-93.223335,15,-6,America/Chicago
"Rickenbacker Intl",39.813786,-82.927822,744,-5,America/New_York
"Lake City Municipal Airport",30.181944,-82.576944,201,-5,America/New_York
"Linden Airport",40.6174472,-74.2445942,23,-5,America/New_York
"Lebanon Municipal Airport",43.6261,-72.3042,603,-5,America/New_York
"Lewiston Maine",44.0484728,-70.2835075,288,-5,America/New_York
"Blue Grass",38.0365,-84.605889,979,-5,America/New_York
"Langley Afb",37.082881,-76.360547,11,-5,America/New_York
"Angelina Co",31.234014,-94.75,296,-6,America/Chicago
"Lafayette Rgnl",30.205278,-91.987611,43,-6,America/Chicago
"La Guardia",40.777245,-73.872608,22,-5,America/New_York
"Long Beach",33.817722,-118.151611,60,-8,America/Los_Angeles
"LaGrange-Callaway Airport",33.0088611,-85.0726111,694,-5,America/New_York
Logan-Cache,41.791,-111.852,4457,-7,America/Denver
"Lake Hood Seaplane Base",61.1866382,-149.9653918,71,-9,America/Anchorage
"Lincoln Regional Airport Karl Harder Field",38.9091667,-121.3513333,121,-8,America/Los_Angeles
